name,Count!!RACE!!Total population,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Two or More Races,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Hispanic or Latino,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!White alone,Zip Code Area
ZCTA5 01985,4500,149,10,0,9,48,144,4104,01985
ZCTA5 02019,16945,720,21,3,297,503,753,14471,02019
ZCTA5 02021,24370,941,16,11,2224,2139,1077,17772,02021
ZCTA5 02025,8381,252,11,0,29,98,191,7777,02025
ZCTA5 02026,25364,825,15,5,1501,951,2125,19775,02026
ZCTA5 02030,5923,292,4,0,48,600,166,4786,02030
ZCTA5 02032,4853,162,2,1,109,548,209,3779,02032
ZCTA5 02035,18618,605,12,2,766,834,705,15573,02035
ZCTA5 02038,33261,1040,21,16,635,1829,1221,28305,02038
ZCTA5 02043,24272,724,10,0,142,549,537,22217,02043
ZCTA5 02045,10072,354,16,5,73,107,223,9236,02045
ZCTA5 02047,371,12,0,0,4,3,2,348,02047
ZCTA5 02048,23860,852,16,3,948,1315,844,19773,02048
ZCTA5 02050,25956,703,20,6,135,213,499,24187,02050
ZCTA5 02052,12799,506,6,2,141,490,406,11197,02052
ZCTA5 02053,13115,435,21,4,174,377,412,11579,02053
ZCTA5 02054,8460,313,13,1,111,234,290,7446,02054
ZCTA5 02056,11662,303,14,0,596,306,602,9809,02056
ZCTA5 02061,11351,338,1,2,64,269,252,10354,02061
ZCTA5 02062,31611,1297,32,3,2299,2351,2324,22932,02062
ZCTA5 02066,18561,601,11,3,57,122,290,17344,02066
ZCTA5 02067,18553,747,15,1,736,3922,603,12396,02067
ZCTA5 02071,968,24,0,0,8,28,26,868,02071
ZCTA5 02072,29281,1980,33,6,5075,1585,1924,17871,02072
ZCTA5 02081,20584,721,22,3,693,835,882,17224,02081
ZCTA5 02090,16266,522,2,0,263,1478,464,13462,02090
ZCTA5 02093,12178,408,13,2,156,333,307,10908,02093
ZCTA5 02108,4228,154,0,0,133,252,256,3405,02108
ZCTA5 02109,3921,131,5,1,71,238,205,3245,02109
ZCTA5 02110,2921,85,1,3,35,405,132,2242,02110
ZCTA5 02111,9716,309,10,5,450,4270,745,3890,02111
ZCTA5 02113,7126,222,4,4,63,283,341,6184,02113
ZCTA5 02114,14469,541,10,2,574,1977,1038,10211,02114
ZCTA5 02115,31604,1246,32,35,2541,6462,3216,17707,02115
ZCTA5 02116,23408,791,22,5,1209,3742,1657,15859,02116
ZCTA5 02118,29073,1052,45,8,4511,4307,5191,13769,02118
ZCTA5 02119,29175,2138,72,5,12421,1079,9290,3488,02119
ZCTA5 02120,17578,728,11,6,2924,3813,3697,6256,02120
ZCTA5 02121,28766,1881,96,5,15050,366,9831,938,02121
ZCTA5 02122,24385,2077,50,3,4999,4860,3607,8044,02122
ZCTA5 02124,50972,3283,147,16,23254,4110,10258,8973,02124
ZCTA5 02125,34926,3502,57,12,7644,4466,7039,10567,02125
ZCTA5 02126,22734,1183,52,11,16054,254,4035,936,02126
ZCTA5 02127,37939,1059,38,7,1532,2070,3893,29148,02127
ZCTA5 02128,43066,1548,45,13,1403,1919,21700,15760,02128
ZCTA5 02129,19120,665,16,4,990,1646,2075,13626,02129
ZCTA5 02130,38284,1913,41,13,3790,3114,7512,21608,02130
ZCTA5 02131,30544,1274,26,3,6138,1031,7627,14174,02131
ZCTA5 02132,27111,932,25,2,1736,2183,2578,19486,02132
ZCTA5 02133,56,6,0,0,0,1,7,42,02133
ZCTA5 02134,21707,1054,21,9,1003,5346,2985,10985,02134
ZCTA5 02135,47232,1889,38,27,2157,7994,4969,29452,02135
ZCTA5 02136,35102,1461,56,13,16552,684,8711,7250,02136
ZCTA5 02138,37982,2081,47,23,2586,6788,3028,23168,02138
ZCTA5 02139,39525,2227,60,16,4693,7963,3936,20273,02139
ZCTA5 02140,21447,1065,19,5,3341,3746,1511,11603,02140
ZCTA5 02141,15130,763,14,5,1169,2802,1842,8348,02141
ZCTA5 02142,4499,150,14,0,233,1382,442,2245,02142
ZCTA5 02143,26022,1552,12,4,948,3018,2317,17792,02143
ZCTA5 02144,25497,1270,29,4,1165,2264,1528,19084,02144
ZCTA5 02145,27520,1921,39,4,1985,2790,5045,14985,02145
ZCTA5 02148,66274,4387,76,14,9429,17122,6893,26517,02148
ZCTA5 02149,49075,4560,55,10,6929,3692,13990,16729,02149
ZCTA5 02150,40721,1025,69,8,2657,1296,26789,8228,02150
ZCTA5 02151,62252,3047,64,17,2922,3434,23212,27963,02151
ZCTA5 02152,19316,724,25,5,412,289,2413,15245,02152
ZCTA5 02155,61483,3339,43,18,4946,7262,3953,40763,02155
ZCTA5 02163,1391,75,0,3,110,429,152,621,02163
ZCTA5 02169,62140,2544,94,9,4220,15504,3697,35234,02169
ZCTA5 02170,19950,513,6,2,564,8519,744,9529,02170
ZCTA5 02171,19539,515,17,5,661,7171,774,10292,02171
ZCTA5 02176,29817,1317,17,7,938,2215,1353,23736,02176
ZCTA5 02180,23244,973,16,2,642,1510,980,18930,02180
ZCTA5 02184,39143,1361,34,9,1275,6739,1860,27425,02184
ZCTA5 02186,28637,1288,42,8,3585,1787,1400,20315,02186
ZCTA5 02188,15133,752,20,2,904,1209,701,11273,02188
ZCTA5 02189,15123,823,36,1,999,851,833,11309,02189
ZCTA5 02190,18910,901,24,6,573,1424,721,14959,02190
ZCTA5 02191,8271,281,2,0,173,507,309,6924,02191
ZCTA5 02199,1574,51,0,0,32,255,82,1151,02199
ZCTA5 02203,0,0,0,0,0,0,0,0,02203
ZCTA5 02205,10,0,0,0,0,0,6,3,02205
ZCTA5 02210,5808,246,2,1,167,497,319,4508,02210
ZCTA5 02215,26926,1084,41,27,1405,7135,2610,14426,02215
ZCTA5 02301,69418,12895,140,16,23922,1528,8503,17100,02301
ZCTA5 02302,36202,5113,92,12,11734,714,4254,12284,02302
ZCTA5 02322,4777,236,5,0,887,196,311,3036,02322
ZCTA5 02324,25676,1142,41,1,1534,464,1072,21173,02324
ZCTA5 02325,3025,99,2,0,445,75,199,2174,02325
ZCTA5 02330,11645,512,15,2,104,72,233,10597,02330
ZCTA5 02332,16090,472,15,0,67,220,346,14913,02332
ZCTA5 02333,14382,637,20,3,380,126,367,12725,02333
ZCTA5 02338,7749,239,16,2,66,30,143,7187,02338
ZCTA5 02339,14833,427,6,1,112,269,277,13627,02339
ZCTA5 02341,10367,363,2,0,89,101,199,9501,02341
ZCTA5 02343,11364,661,14,2,1648,529,815,7470,02343
ZCTA5 02346,24245,1110,38,4,461,214,597,21601,02346
ZCTA5 02347,11523,429,6,2,101,144,257,10513,02347
ZCTA5 02350,272,8,0,0,1,4,6,248,02350
ZCTA5 02351,17085,887,26,9,661,426,665,14026,02351
ZCTA5 02356,12767,457,9,4,492,380,462,10842,02356
ZCTA5 02357,1906,35,6,0,55,48,94,1663,02357
ZCTA5 02359,18361,627,17,5,112,177,319,16984,02359
ZCTA5 02360,61134,2766,105,5,1088,676,1782,53953,02360
ZCTA5 02364,13708,465,9,3,122,170,275,12572,02364
ZCTA5 02366,83,2,1,0,1,3,11,59,02366
ZCTA5 02367,2930,79,10,2,21,13,37,2755,02367
ZCTA5 02368,35025,1935,72,5,14674,4501,3806,9303,02368
ZCTA5 02370,17803,1069,20,1,602,350,611,14696,02370
ZCTA5 02375,10373,473,14,1,726,385,399,8269,02375
ZCTA5 02379,7697,366,12,1,248,82,247,6691,02379
ZCTA5 02382,15121,720,12,2,435,203,538,13008,02382
ZCTA5 02420,15502,740,13,0,145,5225,475,8801,02420
ZCTA5 02421,18950,889,8,0,315,6180,706,10718,02421
ZCTA5 02445,22499,1183,24,7,839,3906,1627,14761,02445
ZCTA5 02446,31957,1578,13,5,839,6367,2107,20886,02446
ZCTA5 02451,17953,526,19,6,1189,2332,2159,11596,02451
ZCTA5 02452,15340,364,5,5,1361,1790,1688,9866,02452
ZCTA5 02453,31854,1109,49,9,1892,3793,6869,17859,02453
ZCTA5 02457,1560,34,1,0,94,405,148,784,02457
ZCTA5 02458,12817,707,9,2,291,1966,816,8881,02458
ZCTA5 02459,19017,837,5,15,460,3325,751,13479,02459
ZCTA5 02460,9204,474,2,0,234,1294,511,6593,02460
ZCTA5 02461,7430,338,10,0,183,1548,392,4931,02461
ZCTA5 02462,1569,56,0,4,36,314,57,1094,02462
ZCTA5 02464,3193,173,2,0,133,808,152,1903,02464
ZCTA5 02465,12415,557,5,2,343,1641,737,9011,02465
ZCTA5 02466,8434,377,7,1,233,1449,496,5803,02466
ZCTA5 02467,22626,805,32,7,1180,3852,1254,15306,02467
ZCTA5 02468,5713,292,4,1,59,700,209,4404,02468
ZCTA5 02472,35392,1673,35,1,1215,3357,2724,25867,02472
ZCTA5 02474,28551,1429,14,3,652,3500,1331,21466,02474
ZCTA5 02476,17757,919,14,3,400,2142,806,13347,02476
ZCTA5 02478,27286,1278,13,5,519,5035,1271,18989,02478
ZCTA5 02481,17280,663,5,5,331,2444,933,12842,02481
ZCTA5 02482,10710,461,3,4,163,1535,442,8027,02482
ZCTA5 02492,21359,776,4,3,252,1699,784,17716,02492
ZCTA5 02493,11851,400,9,1,241,1892,486,8768,02493
ZCTA5 02494,10732,389,6,0,200,1334,439,8297,02494
ZCTA5 02532,13411,594,55,3,172,192,297,11933,02532
ZCTA5 02534,899,34,7,4,14,15,30,791,02534
ZCTA5 02535,1651,75,99,0,20,12,45,1386,02535
ZCTA5 02536,19993,1236,135,5,466,315,531,16926,02536
ZCTA5 02537,6178,222,9,2,30,59,130,5666,02537
ZCTA5 02538,4428,378,20,3,113,29,188,3600,02538
ZCTA5 02539,5168,443,13,1,114,45,146,4248,02539
ZCTA5 02540,8450,379,33,2,161,152,203,7396,02540
ZCTA5 02542,793,38,0,0,85,11,117,536,02542
ZCTA5 02543,756,42,0,0,10,21,22,651,02543
ZCTA5 02553,164,12,0,0,5,7,1,138,02553
ZCTA5 02554,13517,587,19,2,991,257,2257,9259,02554
ZCTA5 02556,3338,121,1,0,29,50,72,3058,02556
ZCTA5 02557,2372,220,27,5,219,31,79,1708,02557
ZCTA5 02558,2178,213,16,0,67,12,67,1716,02558
ZCTA5 02559,3388,128,31,1,30,34,57,3084,02559
ZCTA5 02561,712,19,2,0,8,31,9,631,02561
ZCTA5 02562,3204,121,4,0,28,55,58,2911,02562
ZCTA5 02563,10070,334,20,1,42,186,251,9181,02563
ZCTA5 02564,703,28,0,0,15,6,50,600,02564
ZCTA5 02568,8172,986,52,1,374,76,214,6135,02568
ZCTA5 02571,10858,888,40,0,250,112,313,8943,02571
ZCTA5 02575,3167,219,11,2,65,20,47,2692,02575
ZCTA5 02576,3957,400,14,0,91,27,119,3197,02576
ZCTA5 02584,35,0,0,0,0,0,5,30,02584
ZCTA5 02601,16487,2466,110,15,1559,452,1683,9229,02601
ZCTA5 02630,1956,70,9,0,11,23,43,1798,02630
ZCTA5 02631,10178,308,16,6,151,104,286,9265,02631
ZCTA5 02632,11475,881,32,4,349,167,383,9452,02632
ZCTA5 02633,4664,87,1,0,118,29,179,4229,02633
ZCTA5 02635,3632,176,18,0,47,55,104,3196,02635
ZCTA5 02637,267,9,2,0,0,2,2,250,02637
ZCTA5 02638,2968,74,3,0,44,30,51,2751,02638
ZCTA5 02639,3238,198,14,2,266,40,152,2523,02639
ZCTA5 02641,332,4,1,0,3,1,3,320,02641
ZCTA5 02642,5752,181,3,0,189,41,129,5184,02642
ZCTA5 02643,13,3,0,0,0,2,1,5,02643
ZCTA5 02644,3954,169,9,0,43,105,91,3510,02644
ZCTA5 02645,10436,457,21,0,260,93,327,9145,02645
ZCTA5 02646,1926,52,2,0,44,9,29,1757,02646
ZCTA5 02647,136,4,0,0,1,1,9,121,02647
ZCTA5 02648,7325,369,27,5,107,80,200,6456,02648
ZCTA5 02649,15060,829,405,1,347,169,403,12709,02649
ZCTA5 02650,829,7,2,0,12,11,5,792,02650
ZCTA5 02652,1402,36,2,0,48,4,43,1261,02652
ZCTA5 02653,6307,162,13,2,85,55,148,5810,02653
ZCTA5 02655,3591,166,6,0,45,47,100,3177,02655
ZCTA5 02657,3664,105,11,0,197,33,187,3116,02657
ZCTA5 02659,1100,22,1,0,11,10,24,1027,02659
ZCTA5 02660,6662,251,13,0,243,39,186,5868,02660
ZCTA5 02663,257,10,0,0,6,5,2,228,02663
ZCTA5 02664,9935,624,16,4,475,182,365,8062,02664
ZCTA5 02666,1052,44,1,0,26,12,23,938,02666
ZCTA5 02667,3309,127,3,4,40,30,75,3006,02667
ZCTA5 02668,3222,127,20,0,25,16,60,2954,02668
ZCTA5 02670,1463,54,2,1,49,15,32,1291,02670
ZCTA5 02671,1216,60,8,0,44,4,39,1053,02671
ZCTA5 02672,297,34,2,0,13,3,29,201,02672
ZCTA5 02673,8892,720,23,3,410,144,643,6692,02673
ZCTA5 02675,6712,306,6,0,102,73,152,6026,02675
ZCTA5 02702,4267,163,1,0,32,39,92,3927,02702
ZCTA5 02703,46389,2001,71,8,2557,2173,4128,35048,02703
ZCTA5 02713,39,1,0,0,0,0,1,37,02713
ZCTA5 02715,4036,186,3,0,48,32,125,3598,02715
ZCTA5 02717,4951,220,5,0,47,23,102,4515,02717
ZCTA5 02718,6882,405,2,4,385,63,310,5627,02718
ZCTA5 02719,15924,616,34,2,111,202,501,14328,02719
ZCTA5 02720,31209,1621,60,3,1654,660,3251,23633,02720
ZCTA5 02721,28075,1966,48,8,1349,877,4105,19244,02721
ZCTA5 02723,16084,1123,36,4,824,473,2570,10778,02723
ZCTA5 02724,18050,1252,41,2,816,462,2635,12562,02724
ZCTA5 02725,2632,90,11,0,30,28,60,2402,02725
ZCTA5 02726,15671,470,24,1,122,189,374,14393,02726
ZCTA5 02738,5347,282,14,0,83,73,225,4558,02738
ZCTA5 02739,6508,246,17,4,25,55,149,5956,02739
ZCTA5 02740,45166,5123,165,25,2684,550,10069,24439,02740
ZCTA5 02743,10434,383,22,0,49,62,256,9572,02743
ZCTA5 02744,13055,1040,18,0,551,71,4151,6856,02744
ZCTA5 02745,25336,1636,40,2,729,257,3336,18800,02745
ZCTA5 02746,17355,1438,42,4,821,125,6936,7330,02746
ZCTA5 02747,22326,1200,29,1,933,652,1085,18205,02747
ZCTA5 02748,11888,425,10,1,85,207,310,10726,02748
ZCTA5 02760,28716,1006,29,1,882,1700,1160,23772,02760
ZCTA5 02762,9945,302,5,10,286,354,434,8513,02762
ZCTA5 02763,2118,94,0,0,24,108,90,1797,02763
ZCTA5 02764,4081,188,4,0,67,29,98,3665,02764
ZCTA5 02766,19202,697,15,0,461,469,596,16849,02766
ZCTA5 02767,15376,747,7,3,708,428,466,12897,02767
ZCTA5 02769,12521,394,16,0,89,198,319,11438,02769
ZCTA5 02770,5560,202,5,0,33,29,92,5156,02770
ZCTA5 02771,15512,634,26,2,204,443,558,13507,02771
ZCTA5 02777,17133,646,14,2,92,168,375,15780,02777
ZCTA5 02779,6764,286,4,0,64,57,144,6162,02779
ZCTA5 02780,52299,3934,92,15,4411,656,4389,37540,02780
ZCTA5 02790,16458,432,24,6,72,118,335,15390,02790
ZCTA5 02791,312,7,0,0,0,3,14,287,02791
ZCTA5 02802,814,23,1,0,4,14,31,739,02802
ZCTA5 02804,2782,104,24,0,4,15,65,2562,02804
ZCTA5 02806,17153,761,5,0,150,924,623,14636,02806
ZCTA5 02807,1410,42,1,0,17,5,66,1271,02807
ZCTA5 02808,2332,121,33,4,23,41,63,2042,02808
ZCTA5 02809,22493,704,55,1,406,231,959,20067,02809
ZCTA5 02812,1220,55,3,0,5,11,20,1121,02812
ZCTA5 02813,8021,305,107,1,37,50,152,7338,02813
ZCTA5 02814,7549,278,4,0,35,35,208,6954,02814
ZCTA5 02815,247,18,1,0,3,2,8,215,02815
ZCTA5 02816,33206,1280,61,6,296,438,1167,29841,02816
ZCTA5 02817,6528,269,12,0,51,181,148,5828,02817
ZCTA5 02818,19907,707,13,3,224,1011,752,17113,02818
ZCTA5 02822,5960,195,20,1,25,67,176,5446,02822
ZCTA5 02823,151,4,0,0,1,0,0,146,02823
ZCTA5 02824,404,9,0,0,5,6,34,350,02824
ZCTA5 02825,5265,157,8,0,30,42,116,4889,02825
ZCTA5 02826,822,41,0,0,6,2,27,741,02826
ZCTA5 02827,2224,81,1,1,15,25,59,2040,02827
ZCTA5 02828,7469,164,3,0,53,133,274,6807,02828
ZCTA5 02829,122,0,0,0,0,0,0,122,02829
ZCTA5 02830,6474,180,9,1,30,43,206,5970,02830
ZCTA5 02831,3860,122,2,0,28,29,118,3551,02831
ZCTA5 02832,4887,158,33,0,18,40,134,4477,02832
ZCTA5 02833,469,8,1,0,2,2,13,443,02833
ZCTA5 02835,5559,149,7,0,39,43,126,5174,02835
ZCTA5 02836,158,14,0,0,13,2,4,125,02836
ZCTA5 02837,3616,106,0,1,8,14,65,3402,02837
ZCTA5 02838,3801,207,0,1,150,95,300,3018,02838
ZCTA5 02839,1870,69,0,0,5,9,40,1745,02839
ZCTA5 02840,23902,1360,163,2,1228,370,2832,17721,02840
ZCTA5 02841,1220,64,5,11,136,67,130,795,02841
ZCTA5 02842,17115,1002,43,20,814,570,1366,13119,02842
ZCTA5 02852,23579,888,127,12,301,464,904,20799,02852
ZCTA5 02857,8339,260,4,0,30,82,229,7694,02857
ZCTA5 02858,580,16,0,0,8,4,17,534,02858
ZCTA5 02859,6701,244,10,6,44,27,282,6080,02859
ZCTA5 02860,47894,6736,153,18,7114,741,13285,17364,02860
ZCTA5 02861,27833,2113,54,18,2033,352,5464,17136,02861
ZCTA5 02863,22596,1500,36,7,1337,121,14760,4146,02863
ZCTA5 02864,36376,1350,42,6,677,1458,2687,29897,02864
ZCTA5 02865,17902,773,29,1,302,806,1170,14668,02865
ZCTA5 02871,17640,753,32,8,271,302,645,15561,02871
ZCTA5 02872,231,10,0,0,2,0,3,213,02872
ZCTA5 02873,266,14,2,0,2,1,9,238,02873
ZCTA5 02874,6137,208,17,3,35,95,144,5619,02874
ZCTA5 02875,350,15,2,1,3,4,4,321,02875
ZCTA5 02876,753,23,1,0,9,6,36,670,02876
ZCTA5 02878,16359,592,15,7,147,177,425,14929,02878
ZCTA5 02879,20982,858,290,0,253,366,630,18489,02879
ZCTA5 02881,8443,187,17,4,407,590,711,6513,02881
ZCTA5 02882,12919,359,58,7,70,174,270,11925,02882
ZCTA5 02885,11147,448,25,0,176,124,361,9968,02885
ZCTA5 02886,29373,1080,53,3,521,1148,1625,24758,02886
ZCTA5 02888,19578,841,36,3,461,497,1462,16206,02888
ZCTA5 02889,28277,1243,68,7,514,717,1775,23856,02889
ZCTA5 02891,21803,790,136,13,198,594,1024,18992,02891
ZCTA5 02892,5420,227,35,1,36,50,120,4908,02892
ZCTA5 02893,31030,1548,120,9,807,818,2674,24883,02893
ZCTA5 02894,814,41,7,0,4,13,29,716,02894
ZCTA5 02895,43269,2378,137,18,2992,2466,9091,25827,02895
ZCTA5 02896,11154,316,4,1,118,143,449,10073,02896
ZCTA5 02898,1887,55,4,1,15,21,40,1744,02898
ZCTA5 02903,13264,660,56,7,1134,1573,2501,7217,02903
ZCTA5 02904,31542,1626,136,7,3992,1096,7212,16905,02904
ZCTA5 02905,26334,1107,135,17,3099,1053,11777,8845,02905
ZCTA5 02906,25559,1578,47,14,1177,2343,1888,18134,02906
ZCTA5 02907,29827,874,192,8,4331,1912,18823,3390,02907
ZCTA5 02908,38507,1793,182,9,5687,1502,16765,12162,02908
ZCTA5 02909,46119,1508,197,9,4562,1842,28625,9026,02909
ZCTA5 02910,21907,996,71,1,1318,2085,4776,12474,02910
ZCTA5 02911,16384,736,41,2,1223,408,2514,11297,02911
ZCTA5 02912,4739,279,15,7,329,1228,418,2412,02912
ZCTA5 02914,22140,2076,76,4,1446,440,2047,15242,02914
ZCTA5 02915,16603,920,40,1,582,428,792,13613,02915
ZCTA5 02916,8350,493,31,0,322,114,476,6788,02916
ZCTA5 02917,14738,503,21,4,219,1524,557,11794,02917
ZCTA5 02918,3125,93,0,2,121,60,296,2537,02918
ZCTA5 02919,29473,950,33,7,954,880,3839,22679,02919
ZCTA5 02920,37791,1119,94,13,1946,2305,7628,24504,02920
ZCTA5 02921,12406,323,17,1,197,697,572,10540,02921
ZCTA5 03031,11763,418,7,2,71,204,374,10616,03031
ZCTA5 03032,5930,194,8,1,13,72,128,5489,03032
ZCTA5 03033,5639,284,5,4,32,116,150,5013,03033
ZCTA5 03034,4066,133,0,0,21,53,83,3752,03034
ZCTA5 03036,5251,160,2,2,0,44,138,4882,03036
ZCTA5 03037,4802,178,1,0,9,13,85,4502,03037
ZCTA5 03038,34482,1394,47,6,385,530,1592,30357,03038
ZCTA5 03042,7146,306,13,0,25,82,132,6553,03042
ZCTA5 03043,1610,61,2,0,3,7,21,1513,03043
ZCTA5 03044,4739,150,7,3,17,18,108,4411,03044
ZCTA5 03045,14107,473,25,4,127,157,379,12905,03045
ZCTA5 03046,3005,116,3,0,19,18,53,2786,03046
ZCTA5 03047,1727,69,0,1,15,11,39,1584,03047
ZCTA5 03048,3353,151,6,0,6,22,116,3042,03048
ZCTA5 03049,8342,335,8,2,45,353,240,7332,03049
ZCTA5 03051,25394,942,27,10,313,713,1151,22125,03051
ZCTA5 03052,8478,278,14,0,53,74,264,7760,03052
ZCTA5 03053,25646,919,16,11,203,493,955,22958,03053
ZCTA5 03054,26622,1041,35,8,245,595,990,23540,03054
ZCTA5 03055,16120,746,18,4,225,239,593,14212,03055
ZCTA5 03057,2612,121,3,0,18,31,92,2329,03057
ZCTA5 03060,31251,1459,57,8,1024,1378,7396,19654,03060
ZCTA5 03062,28966,1053,28,6,584,4088,1726,21244,03062
ZCTA5 03063,16036,760,24,9,414,1243,1384,12023,03063
ZCTA5 03064,15069,667,21,6,361,403,2181,11304,03064
ZCTA5 03070,6134,247,13,1,46,28,129,5634,03070
ZCTA5 03071,5198,177,5,1,26,29,143,4782,03071
ZCTA5 03076,14222,483,13,0,114,328,567,12656,03076
ZCTA5 03077,10684,453,24,0,56,71,243,9811,03077
ZCTA5 03079,30095,897,37,5,298,1068,1955,25724,03079
ZCTA5 03082,1621,73,5,0,0,8,41,1482,03082
ZCTA5 03084,1382,46,1,2,4,12,25,1287,03084
ZCTA5 03086,3982,183,0,3,9,16,104,3647,03086
ZCTA5 03087,15817,572,14,1,94,687,503,13876,03087
ZCTA5 03101,3885,167,5,2,280,169,571,2665,03101
ZCTA5 03102,33396,1466,75,7,1544,1320,3377,25457,03102
ZCTA5 03103,38039,1583,76,7,2360,1750,6601,25486,03103
ZCTA5 03104,34324,1439,67,12,1593,1181,2848,27017,03104
ZCTA5 03106,14799,598,21,8,167,502,504,12957,03106
ZCTA5 03109,10580,356,11,1,226,464,513,8970,03109
ZCTA5 03110,23322,880,26,5,181,1313,748,20087,03110
ZCTA5 03215,510,15,0,0,4,7,11,467,03215
ZCTA5 03216,2327,104,6,1,2,11,24,2171,03216
ZCTA5 03217,1938,75,0,3,1,15,36,1796,03217
ZCTA5 03218,1116,36,3,0,3,5,16,1049,03218
ZCTA5 03220,7368,309,8,3,24,61,148,6799,03220
ZCTA5 03221,2307,63,5,1,1,7,49,2176,03221
ZCTA5 03222,5743,223,22,0,19,50,87,5317,03222
ZCTA5 03223,3410,165,5,0,20,21,79,3105,03223
ZCTA5 03224,2368,97,3,0,14,9,70,2163,03224
ZCTA5 03225,3799,173,3,2,10,13,66,3519,03225
ZCTA5 03226,1145,36,0,0,8,7,11,1078,03226
ZCTA5 03227,1113,32,4,0,0,3,17,1056,03227
ZCTA5 03229,5919,184,7,0,21,34,133,5508,03229
ZCTA5 03230,1256,65,3,0,2,3,15,1157,03230
ZCTA5 03231,85,2,0,0,0,0,5,78,03231
ZCTA5 03233,115,2,0,0,0,3,2,108,03233
ZCTA5 03234,4817,185,0,0,18,21,78,4500,03234
ZCTA5 03235,8856,459,17,1,55,52,220,8021,03235
ZCTA5 03237,2478,125,3,0,6,7,29,2303,03237
ZCTA5 03238,44,5,0,0,0,0,5,30,03238
ZCTA5 03240,1385,67,3,1,4,6,18,1280,03240
ZCTA5 03241,953,21,0,0,3,4,9,915,03241
ZCTA5 03242,6185,277,25,17,226,84,217,5333,03242
ZCTA5 03243,1076,45,1,0,2,7,19,1000,03243
ZCTA5 03244,8001,376,19,2,41,43,199,7295,03244
ZCTA5 03245,2017,69,3,1,9,19,28,1883,03245
ZCTA5 03246,16905,740,55,3,179,235,460,15211,03246
ZCTA5 03249,7698,234,12,2,21,61,153,7183,03249
ZCTA5 03251,1631,49,1,0,5,59,42,1472,03251
ZCTA5 03253,6558,216,8,0,24,57,133,6110,03253
ZCTA5 03254,4910,143,8,0,13,36,105,4574,03254
ZCTA5 03255,2158,71,1,0,2,15,15,2039,03255
ZCTA5 03256,2373,108,1,0,7,13,32,2193,03256
ZCTA5 03257,4513,161,8,2,45,51,82,4151,03257
ZCTA5 03258,2625,98,7,0,7,3,37,2463,03258
ZCTA5 03259,236,8,0,0,0,1,1,226,03259
ZCTA5 03260,798,22,7,3,1,10,6,749,03260
ZCTA5 03261,4685,180,10,3,16,39,88,4340,03261
ZCTA5 03262,1362,63,0,0,2,16,20,1254,03262
ZCTA5 03263,4094,255,18,0,30,20,100,3666,03263
ZCTA5 03264,7054,341,21,3,71,177,257,6151,03264
ZCTA5 03266,2098,104,4,0,1,8,16,1958,03266
ZCTA5 03268,1236,52,1,0,0,2,11,1167,03268
ZCTA5 03269,3026,103,3,0,13,18,59,2820,03269
ZCTA5 03273,259,10,0,5,4,3,11,226,03273
ZCTA5 03275,11946,539,20,2,99,107,275,10857,03275
ZCTA5 03276,8766,387,16,1,48,116,162,8000,03276
ZCTA5 03278,3126,99,16,2,28,22,81,2856,03278
ZCTA5 03279,781,26,2,0,4,3,9,730,03279
ZCTA5 03280,1195,53,0,0,3,1,18,1111,03280
ZCTA5 03281,9092,354,18,1,27,32,173,8446,03281
ZCTA5 03282,845,37,0,0,0,3,12,791,03282
ZCTA5 03284,902,31,1,0,4,5,19,833,03284
ZCTA5 03285,2708,98,5,3,8,21,56,2512,03285
ZCTA5 03287,1407,57,1,0,10,10,20,1304,03287
ZCTA5 03290,5129,211,1,1,18,41,92,4735,03290
ZCTA5 03291,73,3,0,0,2,6,11,48,03291
ZCTA5 03293,72,2,0,0,0,1,0,69,03293
ZCTA5 03301,33352,1264,81,9,1375,1447,1042,27969,03301
ZCTA5 03303,16516,628,38,7,298,364,448,14688,03303
ZCTA5 03304,8229,279,5,1,17,120,191,7580,03304
ZCTA5 03307,5600,243,11,0,54,28,80,5172,03307
ZCTA5 03431,24978,1007,34,9,282,550,721,22281,03431
ZCTA5 03440,2726,146,4,0,6,15,54,2488,03440
ZCTA5 03441,354,12,6,0,6,2,11,315,03441
ZCTA5 03442,1501,61,5,0,12,3,29,1371,03442
ZCTA5 03443,616,12,0,0,2,3,3,596,03443
ZCTA5 03444,1508,61,3,2,4,22,50,1351,03444
ZCTA5 03445,666,34,2,0,4,8,9,607,03445
ZCTA5 03446,6351,274,7,1,33,107,124,5780,03446
ZCTA5 03447,2351,122,9,1,9,11,51,2135,03447
ZCTA5 03448,752,29,4,0,4,3,24,683,03448
ZCTA5 03449,1763,64,1,0,5,11,25,1641,03449
ZCTA5 03450,975,26,1,0,2,9,15,915,03450
